GEOID10,race,sex,age,age_v
391119666004033,1,2,22,83
391119666004033,1,2,22,80
391119666004033,1,2,22,83
391119666004033,7,2,22,82
391119666004033,1,1,23,89
391119666004033,1,1,23,93
391119666004033,1,1,23,99
391119666004033,1,1,23,85
391119666004033,1,2,23,89
391119666004033,1,2,23,93
391119666004033,1,2,23,92
391119666004033,1,2,23,99
391119666004034,1,2,3,11
391119666004034,1,1,10,33
391119666004034,1,2,11,35
391119666004034,1,1,13,46
391119666004035,1,1,1,3
391119666004035,1,1,1,3
391119666004035,1,1,1,2
391119666004035,1,1,1,1
391119666004035,1,2,1,1
391119666004035,7,1,1,2
391119666004035,1,1,2,7
391119666004035,1,2,2,5
391119666004035,1,2,2,5
391119666004035,1,2,3,11
391119666004035,1,2,3,10
391119666004035,1,2,3,11
391119666004035,1,2,3,10
391119666004035,1,1,4,15
391119666004035,1,2,4,15
391119666004035,1,2,4,15
391119666004035,1,2,5,18
391119666004035,1,2,8,22
391119666004035,1,2,10,33
391119666004035,1,1,11,36
391119666004035,1,1,11,38
391119666004035,1,2,11,38
391119666004035,1,1,12,41
391119666004035,1,2,12,40
391119666004035,1,2,12,43
391119666004035,1,1,13,48
391119666004035,1,2,13,45
391119666004035,1,2,13,48
391119666004035,1,2,13,46
391119666004035,7,1,13,47
391119666004035,7,2,13,46
391119666004035,1,1,14,51
391119666004035,1,1,14,51
391119666004035,1,2,14,50
391119666004035,1,2,14,53
391119666004035,1,1,15,56
391119666004035,1,1,15,57
391119666004035,1,1,15,57
391119666004035,1,1,15,58
391119666004035,1,2,15,57
391119666004035,1,2,15,57
391119666004035,1,2,15,58
391119666004035,1,2,15,56
391119666004035,1,2,15,55
391119666004035,1,1,16,60
391119666004035,1,1,16,60
391119666004035,1,1,17,63
391119666004035,1,2,17,62
391119666004035,1,1,19,68
391119666004035,1,1,19,68
391119666004035,1,2,19,68
391119666004035,1,1,20,70
391119666004035,1,1,20,70
391119666004035,1,1,20,71
391119666004035,1,1,20,70
391119666004035,1,2,20,70
391119666004035,1,2,20,71
391119666004035,1,2,20,73
391119666004035,7,2,20,70
391119666004035,1,1,21,76
391119666004035,1,1,21,77
391119666004035,1,2,21,78
391119666004035,1,2,21,75
391119666004035,1,1,22,81
391119666004035,1,1,22,82
391119666004035,1,1,23,91
391119666004035,1,2,23,89
391119666004036,1,1,1,1
391119666004036,1,2,1,0
391119666004036,1,2,1,0
391119666004036,1,2,1,0
391119666004036,1,2,2,5
391119666004036,1,1,3,10
391119666004036,1,1,3,11
391119666004036,1,1,3,12
391119666004036,1,1,3,11
391119666004036,1,1,3,11
391119666004036,1,1,3,10
391119666004036,1,2,3,13
391119666004036,1,1,4,15
391119666004036,1,2,4,16
391119666004036,1,2,5,18
391119666004036,1,2,7,21
391119666004036,1,2,8,23
391119666004036,1,1,9,25
391119666004036,1,1,9,28
391119666004036,1,1,9,26
391119666004036,1,1,9,26
391119666004036,1,1,9,26
391119666004036,1,2,9,28
391119666004036,1,1,10,33
391119666004036,1,1,10,33
391119666004036,1,2,10,32
391119666004036,1,2,10,31
391119666004036,1,1,11,38
391119666004036,1,1,11,38
391119666004036,1,2,11,36
391119666004036,1,1,12,41
391119666004036,1,2,12,42
391119666004036,1,2,12,43
391119666004036,1,1,13,45
391119666004036,1,1,13,45
391119666004036,1,1,13,45
391119666004036,1,1,13,48
391119666004036,1,2,13,48
391119666004036,1,2,13,48
391119666004036,1,2,13,45
391119666004036,1,2,14,51
391119666004036,1,1,15,55
391119666004036,1,1,15,55
391119666004036,1,1,15,58
391119666004036,1,1,15,58
391119666004036,1,1,15,55
391119666004036,1,2,15,58
391119666004036,1,2,15,57
391119666004036,1,2,15,58
391119666004036,1,2,15,57
391119666004036,1,2,15,56
391119666004036,1,2,15,55
391119666004036,1,1,16,60
391119666004036,1,2,16,60
391119666004036,1,2,17,63
391119666004036,1,1,18,65
391119666004036,1,2,18,65
391119666004036,1,2,18,65
391119666004036,1,1,19,67
391119666004036,1,2,19,68
391119666004036,1,1,20,71
391119666004036,1,1,20,70
391119666004036,1,2,21,76
391119666004036,1,2,21,78
391119666004036,1,2,22,83
391119666004036,1,2,22,82
391119666004036,1,1,23,92
391119666004036,1,1,23,92
391119666004036,1,2,23,96
391119666004041,1,2,1,1
391119666004041,1,1,2,5
391119666004041,1,2,2,5
391119666004041,1,2,2,7
391119666004041,1,2,2,5
391119666004041,1,1,3,12
391119666004041,1,1,3,13
391119666004041,1,1,3,12
391119666004041,1,1,3,10
391119666004041,1,2,3,11
391119666004041,1,2,3,11
391119666004041,1,2,3,10
391119666004041,1,1,4,15
391119666004041,1,1,4,16
391119666004041,1,1,4,15
391119666004041,1,2,4,16
391119666004041,1,2,4,15
391119666004041,1,2,4,16
391119666004041,1,1,5,18
391119666004041,1,2,6,20
391119666004041,1,2,7,21
391119666004041,1,1,8,22
391119666004041,1,1,8,22
391119666004041,1,2,8,22
391119666004041,1,1,10,33
391119666004041,1,1,10,31
391119666004041,1,1,10,33
391119666004041,1,2,10,33
391119666004041,1,2,10,30
391119666004041,1,2,10,33
391119666004041,1,2,10,30
391119666004041,1,1,11,38
391119666004041,1,1,11,38
391119666004041,1,2,11,35
391119666004041,1,2,11,37
391119666004041,1,1,12,40
391119666004041,1,1,12,42
391119666004041,1,1,12,43
391119666004041,1,1,12,41
391119666004041,1,2,12,42
391119666004041,1,2,12,42
391119666004041,1,1,13,45
391119666004041,1,1,13,48
391119666004041,1,1,13,46
391119666004041,1,2,13,46
391119666004041,1,2,13,48
391119666004041,1,1,14,53
391119666004041,1,1,14,52
391119666004041,1,1,14,50
391119666004041,1,2,14,51
391119666004041,1,2,14,53
391119666004041,1,2,14,50
391119666004041,1,2,14,50
391119666004041,1,2,14,51
391119666004041,1,1,15,58
391119666004041,1,2,15,56
391119666004041,1,2,15,58
391119666004041,1,2,17,62
391119666004041,1,2,17,63
391119666004041,1,1,18,65
391119666004041,1,1,19,67
391119666004041,1,1,19,68
391119666004041,1,1,19,67
391119666004041,1,1,19,67
391119666004041,1,1,19,67
391119666004041,1,2,19,67
391119666004041,1,2,20,71
391119666004044,1,1,3,10
391119666004044,1,2,3,12
391119666004044,1,2,4,15
391119666004044,1,1,8,22
391119666004044,1,2,8,23
391119666004044,1,1,11,37
391119666004044,1,2,11,38
391119666004044,1,2,11,37
391119666004044,1,1,12,42
391119666004044,1,1,14,50
391119666004044,1,2,14,51
391119666004044,1,2,14,50
391119666004044,1,2,14,50
391119666004044,1,1,15,57
391119666004044,1,1,15,55
391119666004044,1,2,15,56
391119666004044,1,1,16,60
391119666004044,1,2,16,60
391119666004044,1,1,17,63
391119666004044,1,2,17,63
391119666004044,1,1,20,73
391119666004044,1,1,22,83
391119666004044,1,2,22,81
391119666004044,1,2,22,81
391119666004044,1,2,23,86
391119666004045,1,2,2,5
391119666004045,1,1,3,10
391119666004045,1,1,3,10
391119666004045,1,1,4,15
391119666004045,1,2,8,23
391119666004045,1,1,11,35
391119666004045,1,2,11,38
391119666004045,1,1,12,41
391119666004045,1,1,13,47
391119666004045,1,1,14,52
391119666004045,1,1,14,53
391119666004045,1,2,14,52
391119666004045,1,2,14,52
391119666004045,1,2,16,60
391119666004045,1,2,17,62
391119666004045,1,1,19,67
391119666004045,1,1,20,72
391119666004045,1,2,20,71
391119666004045,1,2,20,71
391119666004045,1,2,20,70
391119666004045,1,1,21,76
391119666004045,1,1,21,77
391119666004045,1,2,21,75
391119666004045,1,1,22,81
391119666004046,1,1,2,6
391119666004046,1,2,2,6
391119666004046,1,2,3,10
391119666004046,1,2,3,11
391119666004046,1,1,4,16
391119666004046,1,2,4,16
391119666004046,1,1,5,18
391119666004046,1,2,8,22
391119666004046,1,2,8,23
391119666004046,1,2,9,28
391119666004046,1,1,11,37
391119666004046,1,2,11,38
391119666004046,1,2,12,42
391119666004046,1,1,13,46
391119666004046,1,1,13,45
391119666004046,1,1,13,45
391119666004046,1,2,13,47
391119666004046,1,2,13,46
391119666004046,1,1,14,51
391119666004046,1,1,15,55
391119666004046,1,2,15,58
391119666004046,1,1,17,63
391119666004046,1,2,17,62
391119666004046,1,2,17,62
391119666004046,1,1,18,65
391119666004046,1,2,19,67
391119666004046,1,1,20,70
391119666004046,1,2,20,73
391119666004046,1,2,20,73
391119666004046,1,2,20,72
391119666004046,1,1,21,76
391119666004046,1,2,21,78
391119666004046,1,2,21,78
391119666004046,1,2,21,77
391119666004046,1,1,22,80
391119666004046,1,1,22,82
391119666004046,1,2,23,89
391119666004047,1,1,2,8
391119666004047,1,2,2,5
391119666004047,1,1,3,12
391119666004047,1,2,3,13
391119666004047,1,2,4,15
391119666004047,1,1,8,22
391119666004047,1,2,10,30
391119666004047,1,2,11,35
391119666004047,1,1,12,43
391119666004047,1,1,13,48
391119666004047,1,2,13,47
391119666004048,1,1,12,43
391119666004048,1,2,17,62
391119666004048,1,1,20,72
391119666004049,1,1,13,46
391119666004049,1,1,14,53
391119666004051,1,1,1,1
391119666004051,1,2,1,3
391119666004051,1,2,4,15
391119666004051,1,2,5,18
391119666004051,1,1,10,30
391119666004051,1,2,10,32
391119666004051,1,1,13,46
391119666004051,1,2,14,50
391119666004051,1,2,15,58
391119666004051,1,2,17,62
391119666004051,1,1,19,68
391119666004051,1,1,19,67
391119666004051,1,1,20,71
391119666004051,1,2,20,73
391119666004058,1,1,1,1
391119666004058,1,1,1,1
391119666004058,1,1,1,0
391119666004058,1,2,1,3
391119666004058,1,2,1,0
391119666004058,1,2,1,3
391119666004058,1,1,2,5
391119666004058,1,1,5,18
391119666004058,1,1,8,22
391119666004058,1,2,8,23
391119666004058,1,2,8,23
391119666004058,1,1,9,26
391119666004058,1,1,9,26
391119666004058,1,2,9,28
391119666004058,1,2,9,27
391119666004058,1,2,9,25
391119666004058,1,1,10,32
391119666004058,1,2,10,33
391119666004058,1,1,13,48
391119666004058,1,2,13,48
391119666004058,1,2,13,46
391119666004058,1,1,14,51
391119666004058,1,2,14,52
391119666004058,1,2,14,50
391119666004058,1,2,14,51
391119666004058,1,1,15,55
391119666004058,1,2,15,55
391119666004058,1,2,15,56
391119666004058,1,1,16,60
391119666004058,1,1,16,60
391119666004058,7,2,16,60
391119666004058,1,2,17,63
391119666004058,1,2,17,62
391119666004058,1,1,18,65
391119666004058,1,1,18,65
391119666004058,1,1,18,65
391119666004058,1,2,18,65
391119666004058,1,1,19,67
391119666004058,1,1,19,68
391119666004058,1,1,22,82
391119666004059,1,1,1,0
391119666004059,1,2,1,0
391119666004059,1,1,2,7
391119666004059,1,1,2,7
391119666004059,1,1,3,10
391119666004059,1,2,3,10
391119666004059,1,2,5,18
391119666004059,1,1,8,22
391119666004059,1,1,8,22
391119666004059,1,2,8,22
391119666004059,1,1,9,27
391119666004059,1,1,9,25
391119666004059,1,2,9,27
391119666004059,1,2,9,28
391119666004059,1,1,10,31
391119666004059,1,2,10,31
391119666004059,1,1,11,36
391119666004059,1,2,11,38
391119666004059,1,2,12,40
391119666004059,1,1,13,46
391119666004059,1,1,13,48
391119666004059,1,1,13,46
391119666004059,1,2,13,48
391119666004059,1,2,13,47
391119666004059,1,1,14,51
391119666004059,1,1,14,50
391119666004059,1,2,14,52
391119666004059,1,2,14,50
391119666004059,1,2,14,50
391119666004059,1,2,14,50
391119666004059,1,1,15,56
391119666004059,1,1,15,58
391119666004059,1,1,15,57
391119666004059,1,1,15,55
391119666004059,1,2,15,58
391119666004059,1,2,15,56
391119666004059,2,1,15,58
391119666004059,2,1,15,55
391119666004059,1,1,16,60
391119666004059,1,1,16,60
391119666004059,1,1,16,60
391119666004059,1,2,17,62
391119666004059,1,2,17,62
391119666004059,1,2,20,72
391119666004059,1,2,21,78
391119666004059,1,2,21,76
391119666004059,1,1,22,80
391119666004059,1,1,22,82
391119666004059,1,1,22,80
391119666004059,1,2,22,82
391119666004059,1,2,23,87
391119666004059,1,2,23,99
391119666004059,1,2,23,97
391119666004059,1,2,23,98
391119666004059,1,2,23,86
391119666004062,1,2,16,60
391119666004062,1,1,17,62
391119666004063,1,2,1,1
391119666004063,1,2,1,3
391119666004063,7,2,1,3
391119666004063,1,2,2,6
391119666004063,1,2,2,6
391119666004063,1,2,2,5
391119666004063,1,1,3,13
391119666004063,1,2,3,13
391119666004063,1,2,3,11
391119666004063,1,2,3,10
391119666004063,1,2,3,12
391119666004063,1,1,4,15
391119666004063,1,1,4,15
391119666004063,1,1,4,15
391119666004063,1,2,4,15
391119666004063,1,1,5,18
391119666004063,1,2,5,18
391119666004063,1,1,7,21
391119666004063,1,2,8,22
391119666004063,1,2,8,23
391119666004063,1,1,9,28
391119666004063,1,2,9,26
391119666004063,1,2,9,27
391119666004063,2,1,9,25
391119666004063,2,1,9,25
391119666004063,2,1,9,26
391119666004063,1,1,10,31
391119666004063,1,2,11,38
391119666004063,1,2,11,36
391119666004063,1,1,12,40
391119666004063,1,2,12,40
391119666004063,1,2,12,41
391119666004063,1,2,12,42
391119666004063,1,2,12,41
391119666004063,1,1,13,45
391119666004063,1,1,13,47
391119666004063,1,2,13,45
391119666004063,1,2,13,47
391119666004063,1,2,13,48
391119666004063,1,2,13,46
391119666004063,1,1,14,53
391119666004063,1,1,14,50
391119666004063,1,1,14,50
391119666004063,1,1,14,52
391119666004063,1,1,14,53
391119666004063,1,2,14,52
391119666004063,1,2,14,53
391119666004063,1,1,15,58
391119666004063,1,1,15,55
391119666004063,1,1,15,55
391119666004063,1,2,15,57
391119666004063,1,2,15,56
391119666004063,1,2,15,57
391119666004063,1,1,16,60
391119666004063,1,2,17,62
391119666004063,1,1,18,65
391119666004063,1,1,19,67
391119666004063,1,2,19,67
391119666004063,1,2,19,68
391119666004063,1,1,20,72
391119666004063,1,1,20,70
391119666004063,1,2,20,71
391119666004063,1,2,20,72
391119666004063,1,2,20,70
391119666004063,1,1,21,78
391119666004063,1,2,21,77
391119666004063,1,1,22,81
391119666004063,1,1,22,83
391119666004064,1,1,1,2
391119666004064,1,1,1,2
391119666004064,1,2,1,1
391119666004064,1,1,2,5
391119666004064,1,1,2,8
391119666004064,1,1,2,5
391119666004064,1,1,2,7
391119666004064,1,1,2,5
391119666004064,1,1,2,6
391119666004064,1,1,2,8
391119666004064,1,1,2,8
391119666004064,1,1,2,5
391119666004064,1,1,2,6
391119666004064,1,2,2,7
391119666004064,1,2,2,5
391119666004064,1,2,2,7
391119666004064,1,2,2,8
391119666004064,1,1,3,13
391119666004064,1,1,3,10
391119666004064,1,1,3,11
391119666004064,1,1,3,13
391119666004064,1,1,3,13
391119666004064,1,1,3,13
391119666004064,1,2,3,10
391119666004064,1,2,3,11
391119666004064,1,2,3,11
391119666004064,1,1,4,16
391119666004064,1,1,4,16
391119666004064,1,2,4,16
391119666004064,1,2,4,16
391119666004064,1,1,5,18
391119666004064,1,2,5,18
391119666004064,1,1,8,22
391119666004064,1,2,8,22
391119666004064,1,2,9,25
391119666004064,1,2,9,28
391119666004064,1,2,9,28
391119666004064,2,1,9,26
391119666004064,2,2,9,27
391119666004064,1,1,10,32
391119666004064,1,1,10,30
391119666004064,1,1,10,32
391119666004064,1,1,10,30
391119666004064,1,1,10,30
391119666004064,1,1,10,33
391119666004064,1,2,10,30
391119666004064,1,2,10,30
391119666004064,1,2,10,33
391119666004064,1,1,11,38
391119666004064,1,1,11,36
391119666004064,1,1,11,35
391119666004064,1,1,11,36
391119666004064,1,1,11,38
391119666004064,1,2,11,35
391119666004064,1,2,11,36
391119666004064,1,2,11,38
391119666004064,1,2,11,37
391119666004064,1,2,11,36
391119666004064,1,2,11,36
391119666004064,1,2,11,38
391119666004064,1,1,12,43
391119666004064,1,1,12,42
391119666004064,1,1,12,43
391119666004064,1,1,12,43
391119666004064,1,1,12,40
391119666004064,1,2,12,40
391119666004064,1,2,12,43
391119666004064,1,2,12,40
391119666004064,1,2,12,43
391119666004064,1,1,13,45
391119666004064,1,1,13,47
391119666004064,1,2,13,48
391119666004064,1,2,13,48
391119666004064,1,2,13,45
391119666004064,1,2,13,47
391119666004064,1,2,13,47
391119666004064,1,1,14,51
391119666004064,1,1,14,51
391119666004064,1,1,14,51
391119666004064,1,1,14,52
391119666004064,1,1,14,50
391119666004064,1,1,14,52
391119666004064,1,2,14,50
391119666004064,1,2,14,52
391119666004064,1,1,15,55
391119666004064,1,1,15,56
391119666004064,1,1,15,57
391119666004064,1,1,15,55
391119666004064,1,1,15,56
391119666004064,1,2,15,58
391119666004064,1,2,15,57
391119666004064,1,2,15,58
391119666004064,1,2,15,57
391119666004064,1,2,15,56
391119666004064,1,1,16,60
391119666004064,1,1,17,62
391119666004064,1,1,17,63
391119666004064,1,2,17,63
391119666004064,1,2,17,62
391119666004064,1,2,17,63
391119666004064,1,1,18,65
391119666004064,1,1,18,65
391119666004064,1,2,18,65
391119666004064,1,2,19,68
391119666004064,1,1,20,71
391119666004064,1,1,20,71
391119666004064,1,1,20,72
391119666004064,1,1,20,71
391119666004064,1,2,20,70
391119666004064,1,2,20,73
391119666004064,1,2,20,73
391119666004064,1,2,20,72
391119666004064,1,1,21,76
391119666004064,1,2,21,78
391119666004064,1,2,21,78
391119666004064,7,2,21,76
391119666004064,1,1,22,80
391119666004064,1,1,22,80
391119666004064,1,2,22,83
391119666004064,7,2,22,80
391119666004064,1,1,23,96
391119666004064,1,1,23,92
391119666004064,1,2,23,89
391119666004064,1,2,23,89
391119666004064,1,2,23,88
391119666004065,1,2,1,3
391119666004065,1,2,1,2
391119666004065,1,2,10,31
391119666004065,1,1,11,38
391119666004065,1,1,16,60
391119666004065,1,2,16,60
391119666004065,1,1,17,63
391119666004066,1,2,3,10
391119666004066,1,1,14,52
391119666004066,1,2,14,51
391119666004066,1,2,15,57
391119666004066,1,1,17,63
391119666004066,1,2,21,78
391119666004069,1,1,14,50
391119666004074,1,1,1,0
391119666004074,1,1,1,3
391119666004074,1,1,1,1
391119666004074,1,1,2,8
391119666004074,1,1,2,5
391119666004074,1,1,9,28
391119666004074,1,2,9,26
391119666004074,1,1,10,30
391119666004074,1,1,11,37
391119666004074,1,2,12,42
391119666004074,1,2,12,40
391119666004074,1,2,12,43
391119666004074,1,2,12,40
391119666004074,1,1,13,47
391119666004074,1,1,13,46
391119666004074,7,1,13,47
391119666004074,1,1,15,56
391119666004074,1,1,15,55
391119666004074,1,2,15,57
391119666004074,1,2,15,58
391119666004074,1,2,19,67
391119666004074,1,2,20,72
391119666004074,1,2,21,75
391119666004074,1,2,22,83
391119666004074,1,2,23,99
391119666004076,1,1,3,12
391119666004076,1,1,3,10
391119666004076,1,2,10,32
391119666004076,1,1,11,37
391119666004076,1,1,21,77
391119666004076,1,2,21,78
391119666004077,1,1,9,27
391119666004077,7,2,9,26
391119666004077,7,1,10,30
391119666004077,3,2,20,72
391119666004078,1,2,8,23
391119666004078,1,1,10,32
391119666004078,1,1,12,40
391119666004078,1,1,14,51
391119666004078,1,1,14,52
391119666004078,1,1,14,52
391119666004078,1,2,14,53
391119666004078,1,1,20,72
391119666004078,1,2,22,83
391119666004079,1,1,1,0
391119666004079,1,1,4,16
391119666004079,1,2,5,18
391119666004079,1,2,12,42
391119666004079,1,1,13,47
391119666004079,1,2,13,46
391119666004079,1,1,14,51
391119666004079,1,1,15,57
391119666004079,1,2,15,57
391119666004083,1,2,5,18
391119666004083,1,1,8,23
391119666004083,1,1,9,28
391119666004083,1,1,10,33
391119666004083,1,1,11,35
391119666004083,1,1,11,35
391119666004083,1,2,11,35
391119666004083,1,1,12,41
391119666004083,1,2,12,41
391119666004083,1,1,13,47
391119666004083,1,1,13,48
391119666004083,1,2,13,45
391119666004083,1,2,13,48
391119666004083,1,2,13,45
391119666004083,1,1,14,53
391119666004083,1,1,14,52
391119666004083,1,2,14,53
391119666004083,1,2,14,53
391119666004083,1,2,14,52
391119666004083,7,1,14,50
391119666004083,1,1,15,56
391119666004083,1,1,15,55
391119666004083,1,1,15,56
391119666004083,1,1,15,55
391119666004083,1,1,15,57
391119666004083,1,2,15,57
391119666004083,1,2,16,60
391119666004083,1,1,17,63
391119666004083,1,1,17,62
391119666004083,1,1,18,65
391119666004083,1,2,18,65
391119666004083,1,2,18,65
391119666004083,1,1,19,68
391119666004083,1,2,19,67
391119666004083,1,1,20,73
391119666004083,1,2,20,71
391119666004083,1,2,20,72
391119666004083,1,2,23,92
391119666004084,1,1,1,0
391119666004084,1,2,1,1
391119666004084,1,2,2,5
391119666004084,1,1,3,13
391119666004084,1,2,4,15
391119666004084,1,1,5,18
391119666004084,1,1,5,18
391119666004084,1,2,5,18
391119666004084,1,2,6,20
391119666004084,1,2,6,20
391119666004084,1,1,7,21
391119666004084,1,1,8,23
391119666004084,1,1,9,27
391119666004084,1,2,12,40
391119666004084,1,1,13,46
391119666004084,1,1,13,46
391119666004084,1,1,13,46
391119666004084,1,1,13,48
391119666004084,1,1,13,47
391119666004084,1,2,13,46
391119666004084,1,2,13,46
391119666004084,1,1,14,50
391119666004084,1,2,14,50
391119666004084,1,2,14,53
391119666004084,1,2,14,52
391119666004084,1,2,14,53
391119666004084,1,2,14,50
391119666004084,1,1,15,57
391119666004084,1,1,15,57
391119666004084,1,1,15,55
391119666004084,1,1,15,56
391119666004084,1,1,15,55
391119666004084,1,2,15,58
391119666004084,1,2,15,58
391119666004084,1,2,15,57
391119666004084,1,2,15,55
391119666004084,1,2,15,58
391119666004084,1,2,16,60
391119666004084,1,1,17,63
391119666004084,1,1,18,65
391119666004084,1,2,18,65
391119666004084,1,2,19,68
391119666004084,1,2,19,68
391119666004084,1,2,19,67
391119666004084,1,1,20,71
391119666004084,1,1,20,72
391119666004084,1,1,20,73
391119666004084,1,2,20,70
391119666004084,1,1,21,76
391119666004084,1,2,21,77
391119666004084,1,2,21,78
391119666004084,1,2,22,80
391119666004085,1,1,8,22
391119666004085,1,1,11,36
391119666004085,1,2,18,65
391119666004087,1,1,1,3
391119666004087,1,1,1,3
391119666004087,1,2,1,1
391119666004087,1,2,2,6
391119666004087,1,2,2,5
391119666004087,1,1,6,20
391119666004087,1,1,8,22
391119666004087,1,2,8,22
391119666004087,1,1,10,33
391119666004087,1,2,10,32
391119666004087,1,1,11,35
391119666004087,1,2,14,52
391119666004087,1,2,14,52
391119666004087,1,1,15,58
391119666004087,1,1,17,63
391119666004087,1,2,17,63
391119666004087,1,2,17,62
391119666004087,1,1,18,65
391119666004087,1,1,20,73
391119666004087,1,1,20,72
391119666004088,1,1,1,0
391119666004088,1,1,1,2
391119666004088,1,1,1,2
391119666004088,1,1,1,1
391119666004088,1,1,1,2
391119666004088,1,1,1,0
391119666004088,1,2,1,2
391119666004088,1,2,1,3
391119666004088,1,1,2,8
391119666004088,1,2,3,13
391119666004088,1,1,4,15
391119666004088,1,2,4,16
391119666004088,1,2,4,16
391119666004088,1,1,7,21
391119666004088,1,2,7,21
391119666004088,1,2,8,22
391119666004088,1,1,9,28
391119666004088,1,1,9,25
391119666004088,1,2,9,27
391119666004088,1,2,10,33
391119666004088,1,2,10,30
391119666004088,1,2,10,33
391119666004088,1,1,11,37
391119666004088,1,2,11,37
391119666004088,1,1,12,43
391119666004088,1,2,12,41
391119666004088,1,2,13,45
391119666004088,1,1,15,55
391119666004088,1,2,15,56
391119666004088,1,2,15,58
391119666004088,1,2,16,60
391119666004088,1,1,17,62
391119666004088,1,2,17,63
391119666004088,1,2,18,65
391119666004088,1,2,18,65
391119666004088,1,2,18,65
391119666004088,1,1,19,67
391119666004088,1,1,19,68
391119666004088,1,2,19,67
391119666004088,1,1,20,73
391119666004089,1,1,1,1
391119666004089,1,2,1,2
391119666004089,1,1,3,10
391119666004089,1,1,5,18
391119666004089,1,1,9,27
391119666004089,1,2,9,28
391119666004089,1,1,11,35
391119666004089,1,2,13,48
391119666004089,1,1,14,53
391119666004089,1,2,15,58
391119666004089,1,2,19,67
391119666004089,1,1,20,71
391119666004089,1,2,20,71
391119666004089,1,2,21,76
391119666004090,1,1,1,1
391119666004090,1,2,9,27
391119666004090,1,2,14,51
391119666004090,1,2,15,55
391119666004090,1,1,16,60
391119666004090,1,2,22,81
391119666004091,1,2,1,2
391119666004091,1,2,1,3
391119666004091,1,1,2,7
391119666004091,1,2,3,11
391119666004091,1,2,6,20
391119666004091,1,2,6,20
391119666004091,1,2,11,35
391119666004091,1,2,12,40
391119666004091,1,1,13,48
391119666004091,1,2,15,56
391119666004091,1,1,17,63
391119666004091,1,2,17,63
391119666004091,1,1,19,68
391119666004091,1,2,19,68
391119666004091,1,1,20,70
391119666004092,1,2,1,1
391119666004092,1,2,4,15
391119666004092,1,2,8,23
391119666004092,1,1,9,27
391119666004092,1,1,9,28
391119666004092,1,1,12,41
391119666004092,1,1,12,43
391119666004092,1,1,13,45
391119666004092,1,2,13,47
391119666004092,1,2,14,50
391119666004092,1,2,16,60
391119666004093,1,1,2,8
391119666004093,1,2,3,10
391119666004093,1,1,6,20
391119666004093,1,1,6,20
391119666004093,1,1,12,41
391119666004093,1,1,13,45
391119666004093,1,2,14,50
391119666004093,1,2,20,71
391119666004094,1,2,1,3
391119666004094,1,2,1,1
391119666004094,1,1,9,26
391119666004094,1,1,9,26
391119666004094,1,2,9,25
391119666004094,1,2,10,32
391119666004094,1,1,14,51
391119666004094,1,2,14,51
391119666004095,1,1,15,55
391119666004096,1,1,1,1
391119666004096,1,1,2,5
391119666004096,1,2,2,8
391119666004096,1,2,3,13
391119666004096,1,1,9,27
391119666004096,1,2,9,27
391119666004099,1,1,10,33
391119666004099,1,2,10,30
391119666004099,1,1,12,40
391119666004099,1,2,17,62
391119666004099,1,1,20,71
391119666004099,1,2,20,73
391119666004100,1,1,8,22
391119666004100,1,2,12,41
391119666004100,1,2,12,42
391119666004100,1,2,17,62
391119666004100,1,1,18,65
391119666004101,1,1,1,0
391119666004101,1,1,5,18
391119666004101,1,1,7,21
391119666004101,1,2,7,21
391119666004101,1,1,8,22
391119666004101,1,2,8,23
391119666004101,1,2,12,41
391119666004101,1,2,13,47
391119666004101,1,1,14,53
391119666004101,1,1,14,52
391119666004102,1,1,17,62
391119666004102,1,2,17,62
391119666004103,1,2,11,36
391119666004103,1,1,12,40
391119666004104,1,2,1,1
391119666004104,1,2,1,2
391119666004104,1,2,1,2
391119666004104,1,1,2,5
391119666004104,1,1,3,12
391119666004104,1,2,8,22
391119666004104,1,1,9,26
391119666004104,1,2,9,26
391119666004104,1,1,10,32
391119666004104,1,2,10,31
391119666004104,1,2,12,42
391119666004104,1,1,13,48
391119666004104,1,2,14,51
391119666004104,1,2,14,53
391119666004104,1,1,15,56
391119666004104,1,1,17,63
391119666004104,1,2,20,72
391119666004104,1,1,21,78
391119666004104,1,2,22,83
391119666004105,1,1,20,73
391119666004105,1,2,20,73
391119666004107,1,1,8,23
391119666004107,1,2,13,48
391119666004107,1,1,14,52
391119666004107,1,2,14,50
391119666004108,1,1,11,37
391119666004108,1,2,12,41
391119666004108,1,1,13,48
391119666004108,1,2,18,65
391119666004108,1,1,20,70
391119666004108,1,2,20,71
391119666004109,1,1,2,6
391119666004109,1,2,11,35
391119666004109,1,1,13,46
391119666004110,1,2,3,12
391119666004110,1,2,3,12
391119666004110,1,2,5,18
391119666004110,1,1,6,20
391119666004110,1,2,11,36
391119666004110,1,1,12,42
391119666004110,1,2,14,50
391119666004110,1,1,17,63
391119666004110,1,1,17,62
391119666004110,1,2,17,63
391119666004110,1,2,17,62
391119666004110,1,2,18,65
391119666004110,1,1,19,67
391119666004110,1,2,19,67
391119666004110,1,1,20,73
391119666004110,1,1,20,72
391119666004110,1,2,20,70
391119666004111,1,2,14,53
391119666004111,1,1,16,60
391119666004111,1,2,19,67
391119666004111,1,1,21,78
391119666004112,1,2,12,40
391119666004112,1,2,15,57
391119666004112,1,1,17,62
391119666004112,1,2,17,63
